frame,dense_gflops,reti_gflops,energy_savings_pct,sensing_latency_ms
000064.png,45.2,45.25,-0.11061946902655162,23.585958988405764
000065.png,45.2,45.25,-0.11061946902655162,23.782541044056416
000066.png,45.2,45.25,-0.11061946902655162,22.494541946798563
000067.png,45.2,45.25,-0.11061946902655162,23.31454202067107
000068.png,45.2,45.25,-0.11061946902655162,23.030500044114888
000069.png,45.2,45.25,-0.11061946902655162,22.44995895307511
000070.png,45.2,45.25,-0.11061946902655162,22.369290934875607
000071.png,45.2,45.25,-0.11061946902655162,22.603207966312766
000072.png,45.2,45.25,-0.11061946902655162,23.301874985918403
000073.png,45.2,45.25,-0.11061946902655162,22.38116692751646
000074.png,45.2,45.25,-0.11061946902655162,23.445999948307872
000075.png,45.2,45.25,-0.11061946902655162,22.540500038303435
000076.png,45.2,45.25,-0.11061946902655162,22.840165998786688
000077.png,45.2,45.25,-0.11061946902655162,22.39216596353799
000078.png,45.2,45.25,-0.11061946902655162,23.532166960649192
000079.png,45.2,45.25,-0.11061946902655162,23.105415981262922
000080.png,45.2,45.25,-0.11061946902655162,23.030957905575633
000081.png,45.2,45.25,-0.11061946902655162,22.587334038689733
000082.png,45.2,45.25,-0.11061946902655162,23.01783300936222
000083.png,45.2,45.25,-0.11061946902655162,22.23433298058808
000084.png,45.2,45.25,-0.11061946902655162,22.44720794260502
000085.png,45.2,45.25,-0.11061946902655162,22.261375095695257
000086.png,45.2,45.25,-0.11061946902655162,21.719499956816435
000087.png,45.2,45.25,-0.11061946902655162,23.228334030136466
000088.png,45.2,45.25,-0.11061946902655162,23.891583899967372
000089.png,45.2,45.25,-0.11061946902655162,22.320167045108974
000090.png,45.2,45.25,-0.11061946902655162,21.726917009800673
000091.png,45.2,45.25,-0.11061946902655162,22.571624955162406
000092.png,45.2,45.25,-0.11061946902655162,22.73112500552088
000093.png,45.2,45.25,-0.11061946902655162,21.87833294738084
000094.png,45.2,45.25,-0.11061946902655162,22.61504193302244
000095.png,45.2,34.696054750402574,23.238816923888116,22.21879200078547
000096.png,45.2,45.25,-0.11061946902655162,22.74987509008497
000097.png,45.2,45.25,-0.11061946902655162,23.261833004653454
000098.png,45.2,45.25,-0.11061946902655162,22.68962503876537
000099.png,45.2,45.25,-0.11061946902655162,22.477124934084713
